codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;codigo_ocorrencia3;codigo_ocorrencia4;ocorrencia_classificacao;ocorrencia_latitude;ocorrencia_longitude;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;investigacao_status;divulgacao_relatorio_numero;divulgacao_relatorio_publicado;divulgacao_dia_publicacao;total_recomendacoes;total_aeronaves_envolvidas;ocorrencia_saida_pista;ocorrencia_tipo;ocorrencia_tipo_categoria;taxonomia_tipo_icao;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total;fator_nome;fator_aspecto;fator_condicionante;fator_area;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
53501;53501;53501;53501;53501;ACIDENTE;-20.1333333333;-43.5;CATAS ALTAS;MG;BRASIL;*;06/10/2015;14:33:00;SIM;FINALIZADA;A-135/CENIPA/2015;SIM;2018-06-25;0;1;NÃO;INDETERMINADO;INDETERMINADO;UNK;PTNKU;;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;P28R;PISTÃO;MONOMOTOR;1202;1202;4.0;1977.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;CARATINGA;PARÁ DE MINAS;CRUZEIRO;PRIVADA;DESTRUÍDA;2;JULGAMENTO DE PILOTAGEM, INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;;;;;;;;
53502;53502;53502;53502;53502;INCIDENTE;-15.8625;-47.7458333333;BRASÍLIA;DF;BRASIL;SBBR;08/10/2015;11:20:00;;ATIVA;;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PRGXJ;REGULAR;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;199.0;2013.0;BRASIL;BRASIL;AVIÃO;REGULAR;SANTA GENOVEVA/GOIÂNIA;PRESIDENTE JUSCELINO KUBITSCHEK;APROXIMAÇÃO FINAL;REGULAR;LEVE;0;;;;;;;;;;;;
53503;53503;53503;53503;53503;INCIDENTE;-2.4236111111;-54.7858333333;SANTARÉM;PA;BRASIL;SBSN;26/09/2015;11:45:00;;FINALIZADA;;NÃO;;0;1;NÃO;VAZAMENTO DE OUTROS FLUIDOS;OUTROS | VAZAMENTO DE OUTROS FLUIDOS;OTHR;PTRCY;TÁXI AÉREO;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;7.0;1980.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;ALENQUER;MAESTRO WILSON FONSECA;DECOLAGEM;TÁXI AÉREO;NENHUM;0;;;;;;;;;;;;
53504;53504;53504;53504;53504;INCIDENTE;-16.6297222222;-49.2266666667;GOIÂNIA;GO;BRASIL;SBGO;07/10/2015;10:54:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRBRP;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;150L;C150;PISTÃO;MONOMOTOR;726;726;2.0;1973.0;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;SANTA GENOVEVA/GOIÂNIA;SANTA GENOVEVA/GOIÂNIA;TÁXI;INSTRUÇÃO;LEVE;0;;;;;;;;;;;;
53505;53505;53505;53505;53505;INCIDENTE;-16.6297222222;-49.2266666667;GOIÂNIA;GO;BRASIL;SBGO;07/10/2015;11:56:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRSAR;PARTICULAR;AVIÃO;CIRRUS DESIGN;SR22;SR22;PISTÃO;MONOMOTOR;1542;1542;4.0;2008.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;REDENÇÃO;SANTA GENOVEVA/GOIÂNIA;DESCIDA;PRIVADA;LEVE;0;;;;;;;;;;;;
53506;53506;53506;53506;53506;INCIDENTE;-25.6002777778;-54.485;FOZ DO IGUAÇU;PR;BRASIL;SBFI;22/09/2015;15:57:00;;FINALIZADA;;NÃO;;0;1;NÃO;SOPRO DE REATOR;OUTROS | SOPRO DE REATOR;OTHR;PRTAP;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;525A;C25A;JATO;BIMOTOR;5613;5613;10.0;2003.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;SILVIO PETTIROSSI INTERNATIONAL AIRPORT;CONGONHAS;TÁXI;TÁXI AÉREO;NENHUM;0;;;;;;;;;;;;
53507;53507;53507;53507;53507;INCIDENTE;-25.6002777778;-54.485;FOZ DO IGUAÇU;PR;BRASIL;SBFI;23/09/2015;20:00:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PTRYQ;TÁXI AÉREO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6.0;1985.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;CATARATAS;BACACHERI;CORRIDA APÓS POUSO;TÁXI AÉREO;NENHUM;0;;;;;;;;;;;;
53508;53508;53508;53508;53508;INCIDENTE;-25.6002777778;-54.485;FOZ DO IGUAÇU;PR;BRASIL;SBFI;30/09/2015;18:38:00;;FINALIZADA;;NÃO;;0;1;NÃO;VAZAMENTO DE COMBUSTÍVEL;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | VAZAMENTO DE COMBUSTÍVEL;SCF-NP;PRSPO;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;525B;C25B;JATO;BIMOTOR;6291;6291;10.0;2005.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;CONGONHAS;CATARATAS;OPERAÇÃO DE SOLO;PRIVADA;NENHUM;0;;;;;;;;;;;;
53509;53509;53509;53509;53509;INCIDENTE;-22.9772222222;-47.0405555556;CAMPINAS;SP;BRASIL;SBKP;01/10/2015;21:25:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PPKLU;TÁXI AÉREO;HELICÓPTERO;AGUSTA;A109E;A109;TURBOEIXO;BIMOTOR;2850;2850;8.0;2002.0;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;DAMHA GOLFE;CENTRO EMPRESARIAL NAÇÕES UNIDAS-TORRE NORTE;CRUZEIRO;TÁXI AÉREO;NENHUM;0;;;;;;;;;;;;
53510;53510;53510;53510;53510;INCIDENTE;-21.1363888889;-47.7766666667;RIBEIRÃO PRETO;SP;BRASIL;SBRP;01/10/2015;19:30:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PRWRF;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTÃO;BIMOTOR;2155;2155;6.0;2002.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;PROFESSOR ERIBERTO MANOEL REINO;LEITE LOPES;POUSO;PRIVADA;LEVE;0;;;;;;;;;;;;
53511;53511;53511;53511;53511;INCIDENTE;-3.0727777778;-60.0211111111;MANAUS;AM;BRASIL;SWFN;03/10/2015;16:02:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PPAMX;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11.0;2011.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;BORBA;FLORES;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE;0;;;;;;;;;;;;
53512;53512;53512;53512;53512;INCIDENTE;-15.8711111111;-47.9186111111;BRASÍLIA;DF;BRASIL;SBBR;03/10/2015;14:10:00;;FINALIZADA;;NÃO;;0;1;NÃO;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PPVYV;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;560XL;C56X;JATO;BIMOTOR;9163;9163;11.0;2009.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;PRESIDENTE JUSCELINO KUBITSCHEK;SANTA GENOVEVA/GOIÂNIA;TÁXI;PRIVADA;LEVE;0;;;;;;;;;;;;
53513;53513;53513;53513;53513;INCIDENTE;-22.81;-43.2505555556;RIO DE JANEIRO;RJ;BRASIL;SBRJ;01/10/2015;01:48:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRAYA;REGULAR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125.0;2008.0;BRASIL;BRASIL;AVIÃO;REGULAR;AFONSO PENA;SANTOS DUMONT;CRUZEIRO;REGULAR;NENHUM;0;;;;;;;;;;;;
53514;53514;53514;53514;53514;INCIDENTE;-23.1816666667;-46.9436111111;JUNDIAÍ;SP;BRASIL;SBJD;11/10/2015;18:20:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PREJZ;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2.0;1977.0;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;AEROPORTO ESTADUAL DE JUNDIAÍ;AEROPORTO ESTADUAL DE JUNDIAÍ;TÁXI;INSTRUÇÃO;NENHUM;0;;;;;;;;;;;;
53515;53515;53515;53515;53515;INCIDENTE;-23.5069444444;-46.6341666667;SÃO PAULO;SP;BRASIL;SBMT;14/10/2015;11:50:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA DO MOTOR NO SOLO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR NO SOLO;SCF-PP;PRSAU;INSTRUÇÃO;AVIÃO;DIAMOND AIRCRAFT;DA20-C1;DV20;PISTÃO;MONOMOTOR;800;800;1.0;2014.0;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;CAMPO DE MARTE;CAMPO DE MARTE;CHEQUE DE MOTOR OU ROTOR;INSTRUÇÃO;NENHUM;0;;;;;;;;;;;;
53516;53516;53516;53516;53516;INCIDENTE;-12.2030555556;-38.9066666667;FEIRA DE SANTANA;BA;BRASIL;SNJD;08/10/2015;18:05:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTOTV;TÁXI AÉREO;AVIÃO;PIPER AIRCRAFT;PA-31T1;PAY1;TURBOÉLICE;BIMOTOR;3946;3946;7.0;1981.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;IPIAÚ;JOÃO DURVAL CARNEIRO;DESCIDA;TÁXI AÉREO;NENHUM;0;;;;;;;;;;;;
53517;53517;53517;53517;53517;INCIDENTE;-3.7758333333;-38.5322222222;FORTALEZA;CE;BRASIL;SBFZ;17/10/2015;19:36:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PTZAE;EXPERIMENTAL;AVIÃO;FLYER INDUSTRIA AERONAUTICA LTDA;RV-10;ZZZZ;PISTÃO;MONOMOTOR;1224;1224;4.0;2009.0;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;CATULEVE;PINTO MARTINS;POUSO;PRIVADA;LEVE;0;;;;;;;;;;;;
53518;53518;53518;53518;53518;INCIDENTE;-20.4686111111;-54.6725;CAMPO GRANDE;MS;BRASIL;SBCG;14/10/2015;11:47:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PRZAQ;EXPERIMENTAL;AVIÃO;FLYER INDUSTRIA AERONAUTICA LTDA;RV-10;ZZZZ;PISTÃO;MONOMOTOR;1224;1224;4.0;2013.0;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;ARAGARÇAS;CAMPO GRANDE;POUSO;PRIVADA;LEVE;0;;;;;;;;;;;;
53519;53519;53519;53519;53519;INCIDENTE GRAVE;-22.7916666667;-45.2044444444;GUARATINGUETÁ;SP;BRASIL;SBGW;18/10/2015;15:30:00;;;;NÃO;;0;1;NÃO;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G;PPXKK;EXPERIMENTAL;AVIÃO;;SEDAN;ZZZZ;PISTÃO;MONOMOTOR;930;930;4.0;2004.0;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;GUARATINGUETÁ;GUARATINGUETÁ;POUSO;PRIVADA;SUBSTANCIAL;0;;;;;;;;;;;;
53520;53520;53520;53520;53520;INCIDENTE;-23.3302777778;-51.1366666667;LONDRINA;PR;BRASIL;SBLO;14/10/2015;04:25:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRAYB;REGULAR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125.0;2008.0;BRASIL;BRASIL;AVIÃO;REGULAR;TANCREDO NEVES;SALGADO FILHO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0;;;;;;;;;;;;
53524;53524;53524;53524;53524;INCIDENTE;-23.4355555556;-46.4730555556;GUARULHOS;SP;BRASIL;SBGR;22/10/2015;16:52:00;;FINALIZADA;;NÃO;;0;1;NÃO;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR;PRONX;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;78000;78000;170.0;2014.0;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;DEPUTADO LUÍS EDUARDO MAGALHÃES;DECOLAGEM;REGULAR;LEVE;0;;;;;;;;;;;;
53532;53532;53532;53532;53532;INCIDENTE;-16.6297222222;-49.2266666667;GOIÂNIA;GO;BRASIL;SBGO;30/09/2015;11:55:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PRPVS;PARTICULAR;AVIÃO;HAWKER BEECHCRAFT;G58;BE58;PISTÃO;BIMOTOR;2495;2495;6.0;2012.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;PATOS DE MINAS;SANTA GENOVEVA/GOIÂNIA;CORRIDA APÓS POUSO;PRIVADA;NENHUM;0;;;;;;;;;;;;
53533;53533;53533;53533;53533;INCIDENTE;-21.1363888889;-47.7766666667;RIBEIRÃO PRETO;SP;BRASIL;SBRP;24/10/2015;12:36:00;;FINALIZADA;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PUVSM;EXPERIMENTAL;ULTRALEVE;MAURICIO WIECHMANN CATAI;DYNAMIC WT-9;ULAC;PISTÃO;MONOMOTOR;560;560;2.0;2011.0;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;LEITE LOPES;LEITE LOPES;CORRIDA APÓS POUSO;PRIVADA;NENHUM;0;;;;;;;;;;;;
53534;53534;53534;53534;53534;INCIDENTE;-16.6297222222;-49.2266666667;GOIÂNIA;GO;BRASIL;SBGO;29/10/2015;14:25:00;;FINALIZADA;;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PTFTG;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;525A;C25A;JATO;BIMOTOR;5613;5613;9.0;2002.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;SANTA GENOVEVA/GOIÂNIA;SANTA GENOVEVA/GOIÂNIA;DECOLAGEM;PRIVADA;NENHUM;0;;;;;;;;;;;;
53543;53543;53543;53543;53543;ACIDENTE;-21.4925;-56.1519444444;JARDIM;MS;BRASIL;SSJI;21/10/2015;14:30:00;SIM;FINALIZADA;A-138/CENIPA/2015;SIM;2017-08-01;0;1;SIM;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I;PTLKW;;AVIÃO;CESSNA AIRCRAFT;210R;C210;PISTÃO;MONOMOTOR;1746;1746;6.0;1986.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;PRESIDENTE PRUDENTE;JARDIM;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;MANUTENÇÃO DE AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL;;;;;;;;
53545;53545;53545;53545;53545;INCIDENTE GRAVE;8.7136111111;63.9027777778;PORTO VELHO;RO;BRASIL;SBPV;23/10/2015;20:00:00;SIM;FINALIZADA;IG-140/CENIPA/2015;SIM;2018-03-09;1;1;SIM;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PTDIQ;;AVIÃO;BEECH AIRCRAFT;B90;BE9L;TURBOÉLICE;BIMOTOR;4377;4377;6.0;1968.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;ARIQUEMES;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;CORRIDA APÓS POUSO;PRIVADA;NENHUM;0;INFRAESTRUTURA AEROPORTUÁRIA;INFRAESTRUTURA AEROPORTUÁRIA;;FATOR OPERACIONAL;IG-140/CENIPA/2015 - 01;2018-03-09;nan;nan;a fim de enfatizar o previsto no Art. 88-N do Código Brasileiro de Aeronáutica que, proíbe a remoção de aeronaves acidentadas, salvo as exceções estabelecidas, Atuar junto à STAR TUR VIAGENS E TURISMO LTDA. - EPP (operador da aeronave), ou de suas partes, do local da ocorrência sem a devida autorização da autoridade de investigação SIPAER.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53546;53546;53546;53546;53546;ACIDENTE;-16.4661111111;-54.7119444444;RONDONÓPOLIS;MT;BRASIL;SDWC;22/10/2015;11:30:00;SIM;FINALIZADA;A-139/CENIPA/2015;SIM;2018-05-10;0;1;NÃO;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I;PRDMT;;AVIÃO;CESSNA AIRCRAFT;150H;C150;PISTÃO;MONOMOTOR;726;726;2.0;1968.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;AGROPASTORIL BOM PASTOR;AGROPASTORIL BOM PASTOR;CIRCUITO DE TRÁFEGO;PRIVADA;DESTRUÍDA;2;PROCESSOS ORGANIZACIONAIS, FORMAÇÃO, INSTRUÇÃO, COORDENAÇÃO DE CABINE, ORGANIZAÇÃO DO TRABALHO, PERCEPÇÃO, SUPERVISÃO GERENCIAL, ATITUDE, PROCESSO DECISÓRIO, CAPACITAÇÃO E TREINAMENTO, APLICAÇÃO DE COMANDOS, JULGAMENTO DE PILOTAGEM, POUCA EXPERIÊNCIA DO PILOTO;ASPECTO PSICOLÓGICO, DESEMPENHO DO SER HUMANO;INDIVIDUAL, ORGANIZACIONAL, OPERAÇÃO DA AERONAVE;FATOR HUMANO, FATOR OPERACIONAL;;;;;;;;
53547;53547;53547;53547;53547;ACIDENTE;-21.4155555556;-43.0377777778;GUARANI;MG;BRASIL;*;25/10/2015;19:30:00;SIM;FINALIZADA;A-141/CENIPA/2015;SIM;2017-10-27;0;1;NÃO;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I;PPBAO;;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;MONOMOTOR;1134;1134;4.0;2010.0;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;SUBSTANCIAL;1;;;;;;;;;;;;
53550;53550;53550;53550;53550;ACIDENTE;-3.5819444444;-39.5586111111;ITAPIPOCA;CE;BRASIL;*;13/09/2015;09:20:00;;;;NÃO;;0;1;NÃO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PUCMV;EXPERIMENTAL;ULTRALEVE;;P2002 SIERRA DELUXE;ZZZZ;PISTÃO;MONOMOTOR;600;600;nan;nan;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;DESTRUÍDA;1;;;;;;;;;;;;
53551;53551;53551;53551;53551;INCIDENTE GRAVE;-22.9786111111;-46.5369444444;BRAGANÇA PAULISTA;SP;BRASIL;SBBP;05/11/2015;19:15:00;SIM;FINALIZADA;IG-143/CENIPA/2015;SIM;2018-11-07;1;1;SIM;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G;PPGSZ;;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;56-C;PAUL;PISTÃO;MONOMOTOR;660;660;2.0;1960.0;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;DECOLAGEM;INSTRUÇÃO;LEVE;0;PROCESSOS ORGANIZACIONAIS, APLICAÇÃO DE COMANDOS, INSTRUÇÃO, COORDENAÇÃO DE CABINE;ASPECTO PSICOLÓGICO, DESEMPENHO DO SER HUMANO;ORGANIZACIONAL, OPERAÇÃO DA AERONAVE;FATOR HUMANO, FATOR OPERACIONAL;IG-143/CENIPA/2015 - 01;2018-11-07;nan;nan;Atuar junto ao Aeroclube de Bragança Paulista a fim de melhorar a supervisão da instrução aérea, bem como a padronização dos instrutores de voo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53552;53552;53552;53552;53552;INCIDENTE GRAVE;-3.3802777778;-64.7252777778;TEFÉ;AM;BRASIL;SBTF;06/11/2015;15:04:00;SIM;FINALIZADA;IG-144/CENIPA/2015;SIM;2019-10-28;4;1;SIM;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;LOC-G, RE;PRVDA;;AVIÃO;PIPER AIRCRAFT;PA-46-350P;PA46;PISTÃO;MONOMOTOR;1968;1968;6.0;2007.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FLORES;TEFÉ;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE;0;APLICAÇÃO DE COMANDOS, MANUTENÇÃO DE AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE, OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;IG-144/CENIPA/2015 - 02, IG-144/CENIPA/2015 - 04, IG-144/CENIPA/2015 - 01, IG-144/CENIPA/2015 - 03;2019-10-28;nan;nan;A FIM DE ASSEGURAR QUE OS PROCEDIMENTOS DE MANUTENçãO SOB A RESPONSABILIDADE DAQUELE OPERADOR ESTEJAM SENDO CONDUZIDOS DE FORMA A GARANTIR A SEGURANçA DAS OPERAçõES E DE ACORDO COM AS NORMAS VIGENTES., DIVULGAR OS ENSINAMENTOS COLHIDOS NESTE RELATóRIO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA QUANTO à POSSIBILIDADE DE PERDA DO CONTROLE DIRECIONAL DA AERONAVE APóS O POUSO, A FIM DE ASSEGURAR QUE AQUELE OPERADOR ESTEJA EXERCENDO SUAS ATIVIDADES EM CONFORMIDADE COM SUAS ESPECIFICAçõES OPERATIVAS., BEM COMO SUAS CONSEQUêNCIAS, FOCANDO NAS PARTICULARIDADES OPERACIONAIS DESTA AERONAVE., CRM E CONTROLE DIRECIONAL (FRENAGEM E DIRECIONAMENTO), EM ESPECIAL AOS MODELOS DA FAMíLIA PA46., ATUAR JUNTO à CLEITON TáXI AéREO LTDA., A FIM DE QUE OS TREINAMENTOS DOS PILOTOS DE PA46 JETPROP DAQUELE OPERADOR ENFATIZEM OS CONCEITOS DE APROXIMAçãO ESTABILIZADA;AGUARDANDO RESPOSTA, CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53553;53553;53553;53553;53553;ACIDENTE;-22.0716666667;-42.0658333333;TRAJANO DE MORAES;RJ;BRASIL;*;28/09/2015;18:30:00;;;;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PUPEN;EXPERIMENTAL;ULTRALEVE;;FOX II;ULAC;PISTÃO;MONOMOTOR;417;417;2.0;1990.0;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;;;;;;;;;;;;
53554;53554;53554;53554;53554;ACIDENTE;-27.9119444444;-54.5227777778;SANTA ROSA;RS;BRASIL;SSZR;24/09/2015;17:00:00;;;;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PUMLP;EXPERIMENTAL;ULTRALEVE;;CONQUEST 180;ULAC;PISTÃO;MONOMOTOR;650;650;2.0;2005.0;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;SANTA ROSA;SANTA ROSA;CIRCUITO DE TRÁFEGO;PRIVADA;SUBSTANCIAL;0;;;;;;;;;;;;
